State,District,Pincode,0-5 Age,5-17 Age,18+ Age,Total Enrolments,Child %
Odisha,Gajapati,761014,10,1,0,11,100.0
Odisha,Gajapati,761015,141,31,0,172,100.0
Odisha,Gajapati,761016,342,98,8,448,98.21
Odisha,Gajapati,761017,255,71,0,326,100.0
Odisha,Gajapati,761200,56,3,1,60,98.33
Odisha,Gajapati,761201,39,4,1,44,97.73
Odisha,Gajapati,761206,70,13,2,85,97.65
Odisha,Gajapati,761207,103,17,2,122,98.36
Odisha,Gajapati,761208,54,10,1,65,98.46
Odisha,Gajapati,761210,14,1,0,15,100.0
Odisha,Gajapati,761211,59,11,0,70,100.0
Odisha,Gajapati,761212,135,20,0,155,100.0
Odisha,Gajapati,761213,62,6,0,68,100.0
Odisha,Gajapati,761214,94,4,1,99,98.99
Odisha,Gajapati,761215,55,3,2,60,96.67
Odisha,Gajapati,761217,177,25,0,202,100.0
Odisha,Ganjam,760001,104,23,0,127,100.0
Odisha,Ganjam,760002,123,16,2,141,98.58
Odisha,Ganjam,760003,141,32,1,174,99.43
Odisha,Ganjam,760004,14,7,0,21,100.0
Odisha,Ganjam,760005,4,0,0,4,100.0
Odisha,Ganjam,760006,76,8,0,84,100.0
Odisha,Ganjam,760007,46,8,0,54,100.0
Odisha,Ganjam,760008,38,6,0,44,100.0
Odisha,Ganjam,760009,42,10,0,52,100.0
Odisha,Ganjam,760010,65,10,0,75,100.0
Odisha,Ganjam,761001,85,17,0,102,100.0
Odisha,Ganjam,761002,76,9,0,85,100.0
Odisha,Ganjam,761003,119,22,0,141,100.0
Odisha,Ganjam,761004,51,6,0,57,100.0
Odisha,Ganjam,761005,94,23,0,117,100.0
Odisha,Ganjam,761006,29,1,0,30,100.0
Odisha,Ganjam,761007,48,8,0,56,100.0
Odisha,Ganjam,761008,178,34,0,212,100.0
Odisha,Ganjam,761009,85,11,0,96,100.0
Odisha,Ganjam,761010,95,18,0,113,100.0
Odisha,Ganjam,761011,50,10,0,60,100.0
Odisha,Ganjam,761012,109,9,1,119,99.16
Odisha,Ganjam,761013,90,8,0,98,100.0
Odisha,Ganjam,761014,121,18,0,139,100.0
Odisha,Ganjam,761018,144,6,0,150,100.0
Odisha,Ganjam,761019,47,7,0,54,100.0
Odisha,Ganjam,761020,152,20,0,172,100.0
Odisha,Ganjam,761026,123,10,0,133,100.0
Odisha,Ganjam,761027,119,8,0,127,100.0
Odisha,Ganjam,761028,113,17,0,130,100.0
Odisha,Ganjam,761029,159,18,2,179,98.88
Odisha,Ganjam,761030,71,8,0,79,100.0
Odisha,Ganjam,761031,91,17,0,108,100.0
Odisha,Ganjam,761032,202,37,0,239,100.0
Odisha,Ganjam,761035,81,11,0,92,100.0
Odisha,Ganjam,761037,39,5,0,44,100.0
Odisha,Ganjam,761041,54,8,0,62,100.0
Odisha,Ganjam,761042,36,4,0,40,100.0
Odisha,Ganjam,761043,40,4,0,44,100.0
Odisha,Ganjam,761045,44,6,0,50,100.0
Odisha,Ganjam,761052,36,7,0,43,100.0
Odisha,Ganjam,761054,63,2,0,65,100.0
Odisha,Ganjam,761055,66,7,0,73,100.0
Odisha,Ganjam,761100,61,5,0,66,100.0
Odisha,Ganjam,761101,104,14,0,118,100.0
Odisha,Ganjam,761102,102,14,0,116,100.0
Odisha,Ganjam,761103,64,5,0,69,100.0
Odisha,Ganjam,761104,212,34,0,246,100.0
Odisha,Ganjam,761105,215,24,0,239,100.0
Odisha,Ganjam,761106,155,11,0,166,100.0
Odisha,Ganjam,761107,154,39,0,193,100.0
Odisha,Ganjam,761108,154,27,0,181,100.0
Odisha,Ganjam,761109,192,40,1,233,99.57
Odisha,Ganjam,761110,36,9,0,45,100.0
Odisha,Ganjam,761111,222,24,0,246,100.0
Odisha,Ganjam,761114,43,4,0,47,100.0
Odisha,Ganjam,761115,81,7,0,88,100.0
Odisha,Ganjam,761116,53,2,0,55,100.0
Odisha,Ganjam,761117,126,15,0,141,100.0
Odisha,Ganjam,761118,217,23,0,240,100.0
Odisha,Ganjam,761119,101,29,0,130,100.0
Odisha,Ganjam,761120,65,3,0,68,100.0
Odisha,Ganjam,761121,160,20,0,180,100.0
Odisha,Ganjam,761122,51,9,0,60,100.0
Odisha,Ganjam,761123,78,14,1,93,98.92
Odisha,Ganjam,761124,88,15,1,104,99.04
Odisha,Ganjam,761125,80,17,0,97,100.0
Odisha,Ganjam,761126,45,18,0,63,100.0
Odisha,Ganjam,761131,138,40,0,178,100.0
Odisha,Ganjam,761132,64,6,0,70,100.0
Odisha,Ganjam,761133,21,7,0,28,100.0
Odisha,Ganjam,761140,45,5,0,50,100.0
Odisha,Ganjam,761141,46,5,0,51,100.0
Odisha,Ganjam,761143,63,4,0,67,100.0
Odisha,Ganjam,761144,42,3,0,45,100.0
Odisha,Ganjam,761146,76,5,0,81,100.0
Odisha,Ganjam,761151,63,11,0,74,100.0
Odisha,Ganjam,761209,83,20,0,103,100.0
Odisha,Jagatsinghapur,754102,146,7,0,153,100.0
Odisha,Jagatsinghapur,754103,140,19,1,160,99.38
Odisha,Jagatsinghapur,754104,131,5,0,136,100.0
Odisha,Jagatsinghapur,754106,87,8,1,96,98.96
Odisha,Jagatsinghapur,754107,68,13,1,82,98.78
Odisha,Jagatsinghapur,754108,148,12,2,162,98.77
Odisha,Jagatsinghapur,754109,56,9,0,65,100.0
Odisha,Jagatsinghapur,754110,196,24,7,227,96.92
Odisha,Jagatsinghapur,754111,89,8,0,97,100.0
Odisha,Jagatsinghapur,754113,113,8,1,122,99.18
Odisha,Jagatsinghapur,754114,66,3,1,70,98.57
Odisha,Jagatsinghapur,754119,97,14,3,114,97.37
Odisha,Jagatsinghapur,754120,31,6,0,37,100.0
Odisha,Jagatsinghapur,754130,26,1,0,27,100.0
Odisha,Jagatsinghapur,754132,127,14,0,141,100.0
Odisha,Jagatsinghapur,754133,74,7,0,81,100.0
Odisha,Jagatsinghapur,754134,5,1,0,6,100.0
Odisha,Jagatsinghapur,754135,65,4,0,69,100.0
Odisha,Jagatsinghapur,754136,66,8,0,74,100.0
Odisha,Jagatsinghapur,754137,83,18,0,101,100.0
Odisha,Jagatsinghapur,754138,101,12,0,113,100.0
Odisha,Jagatsinghapur,754139,127,8,1,136,99.26
Odisha,Jagatsinghapur,754140,146,16,2,164,98.78
Odisha,Jagatsinghapur,754141,511,61,4,576,99.31
Odisha,Jagatsinghapur,754142,30,4,0,34,100.0
Odisha,Jagatsinghapur,754143,0,1,0,1,100.0
Odisha,Jagatsinghapur,754145,2,0,0,2,100.0
Odisha,Jagatsinghapur,754159,3,0,0,3,100.0
Odisha,Jagatsinghapur,754160,73,13,0,86,100.0
Odisha,Jagatsinghapur,754162,14,2,0,16,100.0
Odisha,Jagatsinghapur,754294,31,2,0,33,100.0
Odisha,Jagatsinghpur,754100,3,0,0,3,100.0
Odisha,Jagatsinghpur,754102,22,1,0,23,100.0
Odisha,Jagatsinghpur,754103,16,1,0,17,100.0
Odisha,Jagatsinghpur,754104,16,0,0,16,100.0
Odisha,Jagatsinghpur,754106,24,4,0,28,100.0
Odisha,Jagatsinghpur,754107,11,1,0,12,100.0
Odisha,Jagatsinghpur,754108,17,5,0,22,100.0
Odisha,Jagatsinghpur,754109,6,1,0,7,100.0
Odisha,Jagatsinghpur,754110,63,5,0,68,100.0
Odisha,Jagatsinghpur,754111,14,1,0,15,100.0
Odisha,Jagatsinghpur,754113,15,1,0,16,100.0
Odisha,Jagatsinghpur,754114,8,2,0,10,100.0
Odisha,Jagatsinghpur,754119,21,1,0,22,100.0
Odisha,Jagatsinghpur,754120,15,1,0,16,100.0
Odisha,Jagatsinghpur,754130,2,0,0,2,100.0
Odisha,Jagatsinghpur,754132,13,0,0,13,100.0
Odisha,Jagatsinghpur,754133,16,0,0,16,100.0
Odisha,Jagatsinghpur,754135,6,1,0,7,100.0
Odisha,Jagatsinghpur,754136,11,6,0,17,100.0
Odisha,Jagatsinghpur,754137,11,1,0,12,100.0
Odisha,Jagatsinghpur,754138,12,1,0,13,100.0
Odisha,Jagatsinghpur,754139,45,0,0,45,100.0
Odisha,Jagatsinghpur,754140,30,4,0,34,100.0
Odisha,Jagatsinghpur,754141,192,26,0,218,100.0
Odisha,Jagatsinghpur,754142,13,2,0,15,100.0
Odisha,Jagatsinghpur,754160,21,2,0,23,100.0
Odisha,Jagatsinghpur,754162,3,0,0,3,100.0
Odisha,Jagatsinghpur,754294,0,1,0,1,100.0
Odisha,Jajapur,754023,27,1,0,28,100.0
Odisha,Jajapur,754024,32,5,0,37,100.0
Odisha,Jajapur,754082,13,8,0,21,100.0
Odisha,Jajapur,754204,2,0,0,2,100.0
Odisha,Jajapur,754205,36,5,0,41,100.0
Odisha,Jajapur,754214,42,8,0,50,100.0
Odisha,Jajapur,754250,8,1,0,9,100.0
Odisha,Jajapur,754292,51,12,0,63,100.0
Odisha,Jajapur,754296,24,3,0,27,100.0
Odisha,Jajapur,755001,44,12,0,56,100.0
Odisha,Jajapur,755003,60,13,0,73,100.0
Odisha,Jajapur,755004,57,16,0,73,100.0
Odisha,Jajapur,755005,86,17,0,103,100.0
Odisha,Jajapur,755006,69,11,0,80,100.0
Odisha,Jajapur,755007,106,29,0,135,100.0
Odisha,Jajapur,755008,130,22,0,152,100.0
Odisha,Jajapur,755009,147,17,0,164,100.0
Odisha,Jajapur,755010,16,4,0,20,100.0
Odisha,Jajapur,755011,79,20,0,99,100.0
Odisha,Jajapur,755012,34,7,0,41,100.0
Odisha,Jajapur,755013,55,18,0,73,100.0
Odisha,Jajapur,755014,73,21,0,94,100.0
Odisha,Jajapur,755015,45,6,0,51,100.0
Odisha,Jajapur,755016,34,8,0,42,100.0
Odisha,Jajapur,755017,51,13,0,64,100.0
Odisha,Jajapur,755018,100,16,0,116,100.0
Odisha,Jajapur,755019,108,37,0,145,100.0
Odisha,Jajapur,755020,8,3,0,11,100.0
Odisha,Jajapur,755022,45,14,2,61,96.72
Odisha,Jajapur,755023,108,27,0,135,100.0
Odisha,Jajapur,755024,28,6,0,34,100.0
Odisha,Jajapur,755025,57,19,0,76,100.0
Odisha,Jajapur,755026,91,30,0,121,100.0
Odisha,Jajapur,755027,58,12,0,70,100.0
Odisha,Jajapur,755028,26,5,0,31,100.0
Odisha,Jajapur,755036,27,5,0,32,100.0
Odisha,Jajapur,755043,69,30,0,99,100.0
Odisha,Jajapur,755044,31,11,0,42,100.0
Odisha,Jajapur,755049,13,4,0,17,100.0
Odisha,Jajapur,755050,6,2,0,8,100.0
Odisha,Jajapur,756121,1,0,0,1,100.0
Odisha,Jajapur,756122,1,0,0,1,100.0
Odisha,Jajapur,758025,9,1,0,10,100.0
Odisha,Jajpur,754023,16,4,0,20,100.0
Odisha,Jajpur,754024,31,4,0,35,100.0
Odisha,Jajpur,754082,16,3,0,19,100.0
Odisha,Jajpur,754204,4,1,0,5,100.0
Odisha,Jajpur,754205,45,11,0,56,100.0
Odisha,Jajpur,754214,26,7,0,33,100.0
Odisha,Jajpur,754250,12,1,0,13,100.0
Odisha,Jajpur,754292,44,4,0,48,100.0
Odisha,Jajpur,754296,28,6,1,35,97.14
Odisha,Jajpur,755001,28,9,0,37,100.0
Odisha,Jajpur,755003,54,11,4,69,94.2
Odisha,Jajpur,755004,68,4,0,72,100.0
Odisha,Jajpur,755005,98,14,1,113,99.12
Odisha,Jajpur,755006,58,2,0,60,100.0
Odisha,Jajpur,755007,93,23,0,116,100.0
Odisha,Jajpur,755008,95,22,0,117,100.0
Odisha,Jajpur,755009,114,24,0,138,100.0
Odisha,Jajpur,755010,22,6,0,28,100.0
Odisha,Jajpur,755011,68,12,0,80,100.0
Odisha,Jajpur,755012,50,4,0,54,100.0
Odisha,Jajpur,755013,35,12,0,47,100.0
Odisha,Jajpur,755014,77,5,0,82,100.0
Odisha,Jajpur,755015,35,13,2,50,96.0
Odisha,Jajpur,755016,44,3,0,47,100.0
Odisha,Jajpur,755017,61,13,0,74,100.0
Odisha,Jajpur,755018,97,64,15,176,91.48
Odisha,Jajpur,755019,126,31,7,164,95.73
Odisha,Jajpur,755020,8,4,0,12,100.0
Odisha,Jajpur,755022,51,9,5,65,92.31
Odisha,Jajpur,755023,66,20,0,86,100.0
Odisha,Jajpur,755024,21,7,0,28,100.0
Odisha,Jajpur,755025,57,15,1,73,98.63
Odisha,Jajpur,755026,75,40,1,116,99.14
Odisha,Jajpur,755027,56,3,1,60,98.33
Odisha,Jajpur,755028,29,16,8,53,84.91
Odisha,Jajpur,755036,46,3,0,49,100.0
Odisha,Jajpur,755043,67,14,3,84,96.43
Odisha,Jajpur,755044,34,11,0,45,100.0
Odisha,Jajpur,755049,18,10,0,28,100.0
Odisha,Jajpur,755050,10,2,0,12,100.0
Odisha,Jajpur,758025,8,0,0,8,100.0
Odisha,Jharsuguda,768201,127,13,0,140,100.0
Odisha,Jharsuguda,768202,134,9,0,143,100.0
Odisha,Jharsuguda,768203,22,5,0,27,100.0
Odisha,Jharsuguda,768204,48,5,0,53,100.0
Odisha,Jharsuguda,768211,54,4,0,58,100.0
Odisha,Jharsuguda,768212,12,0,0,12,100.0
Odisha,Jharsuguda,768213,97,2,0,99,100.0
Odisha,Jharsuguda,768214,8,0,0,8,100.0
Odisha,Jharsuguda,768215,29,1,0,30,100.0
Odisha,Jharsuguda,768216,158,20,0,178,100.0
Odisha,Jharsuguda,768217,61,10,0,71,100.0
Odisha,Jharsuguda,768218,25,5,0,30,100.0
Odisha,Jharsuguda,768219,65,0,0,65,100.0
Odisha,Jharsuguda,768220,41,4,0,45,100.0
Odisha,Jharsuguda,768221,40,0,0,40,100.0
Odisha,Jharsuguda,768225,46,4,0,50,100.0
Odisha,Jharsuguda,768226,98,1,0,99,100.0
Odisha,Jharsuguda,768233,5,2,0,7,100.0
Odisha,Jharsuguda,768234,26,1,0,27,100.0
Odisha,Kalahandi,766001,116,16,0,132,100.0
Odisha,Kalahandi,766002,239,77,1,317,99.68
Odisha,Kalahandi,766011,158,42,1,201,99.5
Odisha,Kalahandi,766012,163,35,0,198,100.0
Odisha,Kalahandi,766013,103,46,0,149,100.0
Odisha,Kalahandi,766014,282,86,9,377,97.61
Odisha,Kalahandi,766015,245,62,4,311,98.71
Odisha,Kalahandi,766016,29,7,3,39,92.31
Odisha,Kalahandi,766017,121,41,1,163,99.39
Odisha,Kalahandi,766018,233,127,5,365,98.63
Odisha,Kalahandi,766019,123,37,5,165,96.97
Odisha,Kalahandi,766020,114,32,1,147,99.32
Odisha,Kalahandi,766023,138,57,6,201,97.01
Odisha,Kalahandi,766026,24,19,3,46,93.48
Odisha,Kalahandi,766027,40,25,0,65,100.0
Odisha,Kalahandi,766028,35,22,3,60,95.0
Odisha,Kalahandi,766029,175,63,8,246,96.75
Odisha,Kalahandi,766031,63,7,4,74,94.59
Odisha,Kalahandi,766032,6,2,0,8,100.0
Odisha,Kalahandi,766036,211,60,2,273,99.27
Odisha,Kalahandi,766037,111,82,4,197,97.97
Odisha,Kalahandi,766100,123,19,0,142,100.0
Odisha,Kalahandi,766101,99,11,0,110,100.0
Odisha,Kalahandi,766102,236,50,2,288,99.31
Odisha,Kalahandi,766103,95,37,2,134,98.51
Odisha,Kalahandi,766110,79,9,0,88,100.0
Odisha,Kandhamal,761108,6,2,0,8,100.0
Odisha,Kandhamal,761125,4,0,0,4,100.0
Odisha,Kandhamal,761151,6,0,0,6,100.0
Odisha,Kandhamal,762001,70,7,0,77,100.0
Odisha,Kandhamal,762002,350,61,0,411,100.0
Odisha,Kandhamal,762010,76,8,3,87,96.55
Odisha,Kandhamal,762011,333,29,0,362,100.0
Odisha,Kandhamal,762012,93,7,0,100,100.0
Odisha,Kandhamal,762019,42,1,1,44,97.73
Odisha,Kandhamal,762021,99,29,0,128,100.0
Odisha,Kandhamal,762022,14,2,0,16,100.0
Odisha,Kandhamal,762023,1,0,0,1,100.0
Odisha,Kandhamal,762024,5,4,0,9,100.0
Odisha,Kandhamal,762027,40,3,0,43,100.0
Odisha,Kandhamal,762028,95,7,0,102,100.0
Odisha,Kandhamal,762029,89,4,1,94,98.94
Odisha,Kandhamal,762100,102,11,0,113,100.0
Odisha,Kandhamal,762101,138,14,0,152,100.0
Odisha,Kandhamal,762102,98,8,1,107,99.07
Odisha,Kandhamal,762103,227,59,0,286,100.0
Odisha,Kandhamal,762104,157,22,0,179,100.0
Odisha,Kandhamal,762105,100,56,0,156,100.0
Odisha,Kandhamal,762106,79,7,2,88,97.73
Odisha,Kandhamal,762107,128,45,0,173,100.0
Odisha,Kandhamal,762109,97,22,0,119,100.0
Odisha,Kandhamal,762110,133,30,0,163,100.0
Odisha,Kandhamal,762112,51,2,0,53,100.0
Odisha,Kendrapara,754134,103,18,1,122,99.18
Odisha,Kendrapara,754135,1,0,0,1,100.0
Odisha,Kendrapara,754140,21,5,0,26,100.0
Odisha,Kendrapara,754141,71,11,1,83,98.8
Odisha,Kendrapara,754142,34,8,0,42,100.0
Odisha,Kendrapara,754153,61,14,0,75,100.0
Odisha,Kendrapara,754162,10,4,0,14,100.0
Odisha,Kendrapara,754207,21,4,0,25,100.0
Odisha,Kendrapara,754208,77,18,0,95,100.0
Odisha,Kendrapara,754209,14,2,1,17,94.12
Odisha,Kendrapara,754210,64,14,0,78,100.0
Odisha,Kendrapara,754211,232,53,0,285,100.0
Odisha,Kendrapara,754212,165,24,1,190,99.47
Odisha,Kendrapara,754213,145,34,1,180,99.44
Odisha,Kendrapara,754214,78,38,0,116,100.0
Odisha,Kendrapara,754215,235,41,10,286,96.5
Odisha,Kendrapara,754216,52,19,1,72,98.61
Odisha,Kendrapara,754217,170,50,3,223,98.65
Odisha,Kendrapara,754218,44,13,1,58,98.28
Odisha,Kendrapara,754219,105,13,7,125,94.4
Odisha,Kendrapara,754220,158,24,2,184,98.91
Odisha,Kendrapara,754222,79,27,1,107,99.07
Odisha,Kendrapara,754223,55,4,0,59,100.0
Odisha,Kendrapara,754224,254,73,3,330,99.09
Odisha,Kendrapara,754225,129,18,2,149,98.66
Odisha,Kendrapara,754227,47,28,2,77,97.4
Odisha,Kendrapara,754228,26,2,1,29,96.55
Odisha,Kendrapara,754229,1,2,0,3,100.0
Odisha,Kendrapara,754231,43,7,0,50,100.0
Odisha,Kendrapara,754239,43,5,2,50,96.0
Odisha,Kendrapara,754240,39,22,1,62,98.39
Odisha,Kendrapara,754244,41,5,0,46,100.0
Odisha,Kendrapara,754245,80,16,0,96,100.0
Odisha,Kendrapara,754246,92,16,2,110,98.18
Odisha,Kendrapara,754248,140,26,1,167,99.4
Odisha,Kendrapara,754250,77,25,0,102,100.0
Odisha,Kendrapara,754253,15,7,0,22,100.0
Odisha,Kendrapara,754289,30,4,0,34,100.0
Odisha,Kendrapara,754292,9,0,0,9,100.0
Odisha,Kendrapara,755004,4,3,0,7,100.0
Odisha,Kendrapara,755011,1,1,0,2,100.0
Odisha,Kendrapara,755016,68,42,3,113,97.35
Odisha,Kendrapara,755061,77,17,1,95,98.95
Odisha,Kendujhar,755019,10,2,0,12,100.0
Odisha,Kendujhar,756114,6,0,0,6,100.0
Odisha,Kendujhar,756121,58,10,1,69,98.55
Odisha,Kendujhar,756144,1,0,0,1,100.0
Odisha,Kendujhar,758001,78,20,0,98,100.0
Odisha,Kendujhar,758002,55,6,0,61,100.0
Odisha,Kendujhar,758013,171,20,0,191,100.0
Odisha,Kendujhar,758014,144,29,0,173,100.0
Odisha,Kendujhar,758015,111,19,0,130,100.0
Odisha,Kendujhar,758016,142,14,0,156,100.0
Odisha,Kendujhar,758017,66,13,2,81,97.53
Odisha,Kendujhar,758018,354,99,7,460,98.48
Odisha,Kendujhar,758019,130,21,0,151,100.0
Odisha,Kendujhar,758020,51,10,0,61,100.0
Odisha,Kendujhar,758021,204,45,0,249,100.0
Odisha,Kendujhar,758022,137,17,0,154,100.0
Odisha,Kendujhar,758023,78,23,1,102,99.02
Odisha,Kendujhar,758025,106,36,0,142,100.0
Odisha,Kendujhar,758026,11,12,0,23,100.0
Odisha,Kendujhar,758027,89,13,0,102,100.0
Odisha,Kendujhar,758028,175,37,0,212,100.0
Odisha,Kendujhar,758029,165,33,0,198,100.0
Odisha,Kendujhar,758030,93,13,1,107,99.07
Odisha,Kendujhar,758031,240,55,0,295,100.0
Odisha,Kendujhar,758032,118,17,0,135,100.0
Odisha,Kendujhar,758034,125,71,0,196,100.0
Odisha,Kendujhar,758035,112,93,0,205,100.0
Odisha,Kendujhar,758036,17,7,0,24,100.0
Odisha,Kendujhar,758037,12,13,0,25,100.0
Odisha,Kendujhar,758038,85,47,0,132,100.0
Odisha,Kendujhar,758040,13,11,0,24,100.0
Odisha,Kendujhar,758041,93,24,0,117,100.0
Odisha,Kendujhar,758043,144,24,0,168,100.0
Odisha,Kendujhar,758044,91,23,0,114,100.0
Odisha,Kendujhar,758045,65,12,0,77,100.0
Odisha,Kendujhar,758046,67,12,1,80,98.75
Odisha,Kendujhar,758047,112,28,0,140,100.0
Odisha,Kendujhar,758052,1,1,0,2,100.0
Odisha,Kendujhar,758076,105,17,0,122,100.0
Odisha,Kendujhar,758078,77,19,1,97,98.97
Odisha,Kendujhar,758079,82,17,0,99,100.0
Odisha,Kendujhar,758080,113,33,1,147,99.32
Odisha,Kendujhar,758081,122,10,0,132,100.0
Odisha,Kendujhar,758082,48,9,0,57,100.0
Odisha,Kendujhar,758083,87,7,0,94,100.0
Odisha,Kendujhar,758086,5,0,0,5,100.0
Odisha,Khorda,751001,49,13,1,63,98.41
Odisha,Khorda,751002,123,27,14,164,91.46
Odisha,Khorda,751003,91,33,8,132,93.94
Odisha,Khorda,751004,1,0,0,1,100.0
Odisha,Khorda,751005,2,1,1,4,75.0
Odisha,Khorda,751006,40,20,1,61,98.36
Odisha,Khorda,751007,40,9,6,55,89.09
Odisha,Khorda,751009,11,8,1,20,95.0
Odisha,Khorda,751010,39,11,3,53,94.34
Odisha,Khorda,751012,28,9,2,39,94.87
Odisha,Khorda,751013,55,13,1,69,98.55
Odisha,Khorda,751014,7,3,0,10,100.0
Odisha,Khorda,751015,26,7,1,34,97.06
Odisha,Khorda,751016,40,10,3,53,94.34
Odisha,Khorda,751017,34,11,0,45,100.0
Odisha,Khorda,751018,34,17,0,51,100.0
Odisha,Khorda,751019,92,33,3,128,97.66
Odisha,Khorda,751020,25,5,0,30,100.0
Odisha,Khorda,751021,30,5,2,37,94.59
Odisha,Khorda,751022,11,1,1,13,92.31
Odisha,Khorda,751023,4,1,0,5,100.0
Odisha,Khorda,751024,89,42,80,211,62.09
Odisha,Khorda,751025,20,3,1,24,95.83
Odisha,Khorda,751028,7,1,0,8,100.0
Odisha,Khorda,751029,31,19,2,52,96.15
Odisha,Khorda,751030,50,23,3,76,96.05
Odisha,Khorda,751031,21,8,2,31,93.55
Odisha,Khorda,752018,42,3,0,45,100.0
Odisha,Khorda,752019,49,11,1,61,98.36
Odisha,Khorda,752020,101,9,1,111,99.1
Odisha,Khorda,752021,115,10,0,125,100.0
Odisha,Khorda,752022,38,6,0,44,100.0
Odisha,Khorda,752023,86,11,0,97,100.0
Odisha,Khorda,752027,82,11,1,94,98.94
Odisha,Khorda,752030,106,9,2,117,98.29
Odisha,Khorda,752031,162,13,0,175,100.0
Odisha,Khorda,752034,99,5,3,107,97.2
Odisha,Khorda,752035,77,13,0,90,100.0
Odisha,Khorda,752037,5,1,0,6,100.0
Odisha,Khorda,752038,45,2,0,47,100.0
Odisha,Khorda,752050,138,22,0,160,100.0
Odisha,Khorda,752054,116,39,8,163,95.09
Odisha,Khorda,752055,139,21,0,160,100.0
Odisha,Khorda,752056,96,10,0,106,100.0
Odisha,Khorda,752057,52,7,0,59,100.0
Odisha,Khorda,752060,44,2,0,46,100.0
Odisha,Khorda,752061,94,3,0,97,100.0
Odisha,Khorda,752062,62,5,0,67,100.0
Odisha,Khorda,752064,55,5,0,60,100.0
Odisha,Khorda,752065,16,1,0,17,100.0
Odisha,Khorda,752066,116,8,0,124,100.0
Odisha,Khorda,752068,1,0,0,1,100.0
Odisha,Khorda,752100,82,10,3,95,96.84
Odisha,Khorda,752101,77,12,5,94,94.68
Odisha,Khorda,752102,152,26,3,181,98.34
Odisha,Khorda,752103,77,22,0,99,100.0
Odisha,Khorda,752104,35,4,0,39,100.0
Odisha,Khorda,752106,5,1,0,6,100.0
Odisha,Khorda,752114,47,4,0,51,100.0
Odisha,Khorda,752115,14,0,0,14,100.0
Odisha,Khorda,754001,21,3,0,24,100.0
Odisha,Khorda,754004,9,3,0,12,100.0
Odisha,Khorda,754005,40,10,1,51,98.04
Odisha,Khorda,754012,2,0,1,3,66.67
Odisha,Khordha,751001,21,6,0,27,100.0
Odisha,Khordha,751002,49,14,0,63,100.0
Odisha,Khordha,751003,30,7,0,37,100.0
Odisha,Khordha,751004,2,1,0,3,100.0
Odisha,Khordha,751005,1,0,0,1,100.0
Odisha,Khordha,751006,20,2,0,22,100.0
Odisha,Khordha,751007,20,0,0,20,100.0
Odisha,Khordha,751008,1,0,0,1,100.0
Odisha,Khordha,751009,10,2,0,12,100.0
Odisha,Khordha,751010,13,4,0,17,100.0
Odisha,Khordha,751012,20,1,0,21,100.0
Odisha,Khordha,751013,16,3,0,19,100.0
Odisha,Khordha,751014,8,1,0,9,100.0
Odisha,Khordha,751015,10,3,0,13,100.0
Odisha,Khordha,751016,7,3,0,10,100.0
Odisha,Khordha,751017,13,1,0,14,100.0
Odisha,Khordha,751018,15,0,0,15,100.0
Odisha,Khordha,751019,20,4,0,24,100.0
Odisha,Khordha,751020,9,1,0,10,100.0
Odisha,Khordha,751021,8,2,0,10,100.0
Odisha,Khordha,751022,7,0,0,7,100.0
Odisha,Khordha,751023,3,0,0,3,100.0
Odisha,Khordha,751024,60,43,13,116,88.79
Odisha,Khordha,751025,1,1,0,2,100.0
Odisha,Khordha,751030,23,2,0,25,100.0
Odisha,Khordha,751031,0,1,0,1,100.0
Odisha,Khordha,752015,0,1,0,1,100.0
Odisha,Khordha,752018,6,2,0,8,100.0
Odisha,Khordha,752019,7,1,0,8,100.0
Odisha,Khordha,752020,9,1,0,10,100.0
Odisha,Khordha,752021,11,4,0,15,100.0
Odisha,Khordha,752023,15,3,0,18,100.0
Odisha,Khordha,752027,9,2,0,11,100.0
Odisha,Khordha,752030,11,3,0,14,100.0
Odisha,Khordha,752031,14,0,0,14,100.0
Odisha,Khordha,752034,14,4,0,18,100.0
Odisha,Khordha,752035,3,1,0,4,100.0
Odisha,Khordha,752038,1,0,0,1,100.0
Odisha,Khordha,752050,34,4,0,38,100.0
Odisha,Khordha,752054,64,11,0,75,100.0
Odisha,Khordha,752055,36,3,0,39,100.0
Odisha,Khordha,752056,21,3,0,24,100.0
Odisha,Khordha,752057,7,5,0,12,100.0
Odisha,Khordha,752060,3,1,0,4,100.0
Odisha,Khordha,752061,19,2,0,21,100.0
Odisha,Khordha,752062,10,0,0,10,100.0
Odisha,Khordha,752064,5,1,0,6,100.0
Odisha,Khordha,752065,1,0,0,1,100.0
Odisha,Khordha,752066,18,2,0,20,100.0
Odisha,Khordha,752100,55,6,0,61,100.0
Odisha,Khordha,752101,37,7,0,44,100.0
Odisha,Khordha,752102,90,6,0,96,100.0
Odisha,Khordha,752103,39,7,0,46,100.0
Odisha,Khordha,752104,6,0,0,6,100.0
Odisha,Khordha,752106,10,3,0,13,100.0
Odisha,Khordha,752114,10,3,0,13,100.0
Odisha,Khordha,752115,3,0,0,3,100.0
Odisha,Khordha,754001,25,0,0,25,100.0
Odisha,Khordha,754004,6,1,0,7,100.0
Odisha,Khordha,754005,26,6,0,32,100.0
Odisha,Khordha,754009,2,0,0,2,100.0
Odisha,Koraput,763001,18,4,0,22,100.0
Odisha,Koraput,763002,19,1,0,20,100.0
